job_link,last_processed_time,got_summary,got_ner,is_being_worked,job_title,company,job_location,first_seen,search_city,search_country,search_position,job_level,job_type
https://www.linkedin.com/jobs/view/control-systems-integration-engineer-at-olsson-3793857817,2024-01-21 08:08:24.021822+00:00,t,t,f,Control Systems Integration Engineer,Olsson,"Lincoln, NE",2024-01-14 00:00:00+00:00,Nebraska,United States,Solutions Operator,Associate,Onsite
https://www.linkedin.com/jobs/view/lead-sales-associate-pt-at-dollar-general-3580065885,2024-01-21 08:08:25.628853+00:00,t,t,f,LEAD SALES ASSOCIATE-PT,Dollar General,"Tipton, IN",2024-01-14 00:00:00+00:00,Carmel,United States,Circulation-Sales Representative,Mid senior,Onsite
https://www.linkedin.com/jobs/view/entry-level-financial-advisor-at-northwestern-mutual-3804234391,2024-01-21 02:01:08.480557+00:00,t,t,f,Entry-Level Financial Advisor,Northwestern Mutual,"Fairfield County, CT",2024-01-14 00:00:00+00:00,Derby,United States,Change Person,Mid senior,Onsite
https://www.linkedin.com/jobs/view/senior-associate-tax-product-analyst-at-kpmg-us-3764869128,2024-01-21 02:01:10.496553+00:00,t,t,f,"Senior Associate, Tax - Product Analyst",KPMG US,"Chicago, IL",2024-01-14 00:00:00+00:00,Calumet City,United States,Stand-In,Associate,Onsite
https://www.linkedin.com/jobs/view/human-resources-generalist-at-sig-group-3774789412,2024-01-21 02:01:11.055571+00:00,t,t,f,Human Resources Generalist,SIG Group,"Merced, CA",2024-01-14 00:00:00+00:00,Merced,United States,Manager Benefits,Mid senior,Onsite
https://au.linkedin.com/jobs/view/supervisor-horticulturist-at-green-options-landscape-management-3806558709,2024-01-21 02:01:14.072528+00:00,t,t,f,Supervisor - Horticulturist,Green Options Landscape Management,"Sydney, New South Wales, Australia",2024-01-15 00:00:00+00:00,New South Wales,Australia,Booking Supervisor,Mid senior,Onsite
https://www.linkedin.com/jobs/view/analyst-associate-plan-configuration-quality-control-at-rite-aid-3789079583,2024-01-21 02:01:15.820041+00:00,t,t,f,"Analyst, Associate Plan Configuration & Quality Control",RITE AID,"Yocumtown, PA",2024-01-13 00:00:00+00:00,Lebanon,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/custodial-supervisor-palm-beach-area-at-charter-schools-usa-3654168951,2024-01-21 02:01:20.607029+00:00,t,t,f,Custodial Supervisor - Palm Beach Area,Charter Schools USA,"West Palm Beach, FL",2024-01-14 00:00:00+00:00,Palm Springs,United States,Charter,Mid senior,Onsite
https://www.linkedin.com/jobs/view/outside-sales-b2b-forest-hill-md-at-welcome-wagon-3787735858,2024-01-19 09:45:09.215838+00:00,f,f,f,"Outside Sales - B2B - Forest Hill, MD",Welcome Wagon,"Forest Hill, MD",2024-01-15 00:00:00+00:00,Maryland,United States,Double,Mid senior,Onsite
https://www.linkedin.com/jobs/view/rn-executive-director-hospice-at-lhc-group-3801865312,2024-01-21 07:12:34.963881+00:00,t,t,f,RN Executive Director Hospice,LHC Group,"Wytheville, VA",2024-01-14 00:00:00+00:00,Bluefield,United States,Director Nursing Service,Mid senior,Onsite
https://www.linkedin.com/jobs/view/chef-de-cuisine-at-goodwin-recruiting-3805761853,2024-01-21 07:12:35.170823+00:00,t,t,f,Chef de Cuisine,Goodwin Recruiting,"Brookfield, WI",2024-01-14 00:00:00+00:00,Milwaukee,United States,Sous Chef,Mid senior,Onsite
https://www.linkedin.com/jobs/view/test-conductor-space-systems-at-northrop-grumman-3795910227,2024-01-21 06:01:19.472942+00:00,t,t,f,Test Conductor - Space Systems,Northrop Grumman,"Gilbert, AZ",2024-01-15 00:00:00+00:00,Chandler,United States,Conductor,Mid senior,Onsite
https://mx.linkedin.com/jobs/view/sewer-at-stryker-3682088743,2024-01-21 02:01:09.882561+00:00,t,t,f,Sewer,Stryker,"Tijuana, Baja California, Mexico",2024-01-15 00:00:00+00:00,Coronado,United States,Costumer,Associate,Onsite
https://www.linkedin.com/jobs/view/builder-territory-manager-seattle-wa-at-shaw-industries-3787104995,2024-01-21 06:01:12.676071+00:00,t,t,f,"Builder Territory Manager - Seattle , WA",Shaw Industries,"Seattle, WA",2024-01-16 00:00:00+00:00,Bellevue,United States,Exhibit Builder,Mid senior,Onsite
https://www.linkedin.com/jobs/view/travel-allied-health-professional-ct-technologist-at-atlas-medstaff-3805737619,2024-01-21 06:01:13.520931+00:00,t,t,f,Travel Allied Health Professional - CT Technologist,Atlas MedStaff,"Tacoma, WA",2024-01-14 00:00:00+00:00,Tacoma,United States,Nuclear Medicine Technologist,Mid senior,Onsite
