job_key,source_dataset,snapshot_date,source_url,job_link,last_processed_time,got_summary,got_ner,is_being_worked,job_title,company,job_location,first_seen,search_city,search_country,search_position,job_level,job_type
linkedin:3802078767,archive,2024-01-15,https://www.linkedin.com/jobs/view/account-executive-dispensing-norcal-northern-nevada-becton-dickinson-at-bd-3802078767,https://www.linkedin.com/jobs/view/account-executive-dispensing-norcal-northern-nevada-becton-dickinson-at-bd-3802078767,2024-01-21 07:12:29.00256+00,1,1,0,Account Executive - Dispensing (NorCal/Northern Nevada) - Becton Dickinson,BD,"San Diego, CA",2024-01-15,Coronado,United States,Color Maker,Mid senior,Onsite
linkedin:3803386312,archive,2024-01-14,https://www.linkedin.com/jobs/view/registered-nurse-rn-care-manager-at-trinity-health-mi-3803386312,https://www.linkedin.com/jobs/view/registered-nurse-rn-care-manager-at-trinity-health-mi-3803386312,2024-01-21 07:39:58.88137+00,1,1,0,Registered Nurse - RN Care Manager,Trinity Health MI,"Norton Shores, MI",2024-01-14,Grand Haven,United States,Director Nursing Service,Mid senior,Onsite
linkedin:3771464419,archive,2024-01-14,https://www.linkedin.com/jobs/view/restaurant-supervisor-the-forklift-at-wasatch-adaptive-sports-3771464419,https://www.linkedin.com/jobs/view/restaurant-supervisor-the-forklift-at-wasatch-adaptive-sports-3771464419,2024-01-21 07:40:00.251126+00,1,1,0,RESTAURANT SUPERVISOR - THE FORKLIFT,Wasatch Adaptive Sports,"Sandy, UT",2024-01-14,Tooele,United States,Stand-In,Mid senior,Onsite
linkedin:3797661348,archive,2024-01-16,https://www.linkedin.com/jobs/view/independent-real-estate-agent-at-howard-hanna-rand-realty-3797661348,https://www.linkedin.com/jobs/view/independent-real-estate-agent-at-howard-hanna-rand-realty-3797661348,2024-01-21 07:40:00.308133+00,1,1,0,Independent Real Estate Agent,Howard Hanna | Rand Realty,"Englewood Cliffs, NJ",2024-01-16,Pinehurst,United States,Real-Estate Clerk,Mid senior,Onsite
linkedin:3803057508,archive,2024-01-17,https://www.linkedin.com/jobs/view/group-unit-supervisor-systems-support-manager-tss-at-irs-office-of-chief-counsel-3803057508,https://www.linkedin.com/jobs/view/group-unit-supervisor-systems-support-manager-tss-at-irs-office-of-chief-counsel-3803057508,2024-01-19 09:45:09.215838+00,0,0,0,Group/Unit Supervisor (Systems Support Manager TSS),"IRS, Office of Chief Counsel","Chamblee, GA",2024-01-17,Gadsden,United States,Supervisor Travel-Information Center,Mid senior,Onsite
linkedin:3765316747,archive,2024-01-16,https://www.linkedin.com/jobs/view/counselor-07532802-at-icl-3765316747,https://www.linkedin.com/jobs/view/counselor-07532802-at-icl-3765316747,2024-01-19 09:45:09.215838+00,0,0,0,Counselor-07532802,ICL,"Brooklyn, NY",2024-01-16,Oyster Bay,United States,Residence Counselor,Mid senior,Onsite
linkedin:3790954711,archive,2024-01-14,https://www.linkedin.com/jobs/view/registered-nurse-rn-at-trinity-health-mi-3790954711,https://www.linkedin.com/jobs/view/registered-nurse-rn-at-trinity-health-mi-3790954711,2024-01-21 08:08:19.663033+00,1,1,0,Registered Nurse (RN),Trinity Health MI,"Muskegon, MI",2024-01-14,Muskegon,United States,Nurse Practitioner,Mid senior,Onsite
linkedin:3798316459,archive,2024-01-16,https://www.linkedin.com/jobs/view/part-time-hr-generalist-at-creative-financial-staffing-cfs-3798316459,https://www.linkedin.com/jobs/view/part-time-hr-generalist-at-creative-financial-staffing-cfs-3798316459,2024-01-21 08:08:19.912883+00,1,1,0,Part Time- HR Generalist,Creative Financial Staffing (CFS),"New York, NY",2024-01-16,White Plains,United States,Human Resource Advisor,Mid senior,Onsite
linkedin:3800482794,archive,2024-01-15,https://uk.linkedin.com/jobs/view/store-manager-at-b-m-retail-3800482794,https://uk.linkedin.com/jobs/view/store-manager-at-b-m-retail-3800482794,2024-01-21 08:08:20.658147+00,1,1,0,Store Manager,B&M Retail,"London, England, United Kingdom",2024-01-15,Slough,United Kingdom,Double,Mid senior,Onsite
linkedin:3767503688,archive,2024-01-14,https://ca.linkedin.com/jobs/view/engineering-project-coordinator-at-shared-health-soins-communs-3767503688,https://ca.linkedin.com/jobs/view/engineering-project-coordinator-at-shared-health-soins-communs-3767503688,2024-01-21 08:08:20.998834+00,1,1,0,Engineering Project Coordinator,Shared Health-Soins Communs,"Winnipeg, Manitoba, Canada",2024-01-14,Manitoba,Canada,Program Coordinator,Mid senior,Onsite
linkedin:3804204630,archive,2024-01-16,https://www.linkedin.com/jobs/view/special-agent-law-legal-background-at-federal-bureau-of-investigation-fbi-3804204630,https://www.linkedin.com/jobs/view/special-agent-law-legal-background-at-federal-bureau-of-investigation-fbi-3804204630,2024-01-21 08:08:21.308995+00,1,1,0,Special Agent: Law/Legal Background,Federal Bureau of Investigation (FBI),"Austin, Texas Metropolitan Area",2024-01-16,Austin,United States,Special Agent,Associate,Onsite
linkedin:3770540505,archive,2024-01-14,https://www.linkedin.com/jobs/view/manager-site-operations-at-icon-plc-3770540505,https://www.linkedin.com/jobs/view/manager-site-operations-at-icon-plc-3770540505,2024-01-21 08:08:22.631819+00,1,1,0,"Manager, Site Operations",ICON plc,"Knoxville, TN",2024-01-14,Louisville,United States,Vendor,Mid senior,Onsite
linkedin:3770863136,archive,2024-01-16,https://www.linkedin.com/jobs/view/assistant-vice-president-behavioral-health-sciences-full-time-at-rwjbarnabas-health-3770863136,https://www.linkedin.com/jobs/view/assistant-vice-president-behavioral-health-sciences-full-time-at-rwjbarnabas-health-3770863136,2024-01-21 08:08:23.306631+00,1,1,0,Assistant Vice President Behavioral Health Sciences Full Time,RWJBarnabas Health,"Somerville, NJ",2024-01-16,Hillsborough,United States,Psychiatric Technician,Mid senior,Onsite
linkedin:3793857817,archive,2024-01-14,https://www.linkedin.com/jobs/view/control-systems-integration-engineer-at-olsson-3793857817,https://www.linkedin.com/jobs/view/control-systems-integration-engineer-at-olsson-3793857817,2024-01-21 08:08:24.021822+00,1,1,0,Control Systems Integration Engineer,Olsson,"Lincoln, NE",2024-01-14,Nebraska,United States,Solutions Operator,Associate,Onsite
linkedin:3580065885,archive,2024-01-14,https://www.linkedin.com/jobs/view/lead-sales-associate-pt-at-dollar-general-3580065885,https://www.linkedin.com/jobs/view/lead-sales-associate-pt-at-dollar-general-3580065885,2024-01-21 08:08:25.628853+00,1,1,0,LEAD SALES ASSOCIATE-PT,Dollar General,"Tipton, IN",2024-01-14,Carmel,United States,Circulation-Sales Representative,Mid senior,Onsite
linkedin:3804234391,archive,2024-01-14,https://www.linkedin.com/jobs/view/entry-level-financial-advisor-at-northwestern-mutual-3804234391,https://www.linkedin.com/jobs/view/entry-level-financial-advisor-at-northwestern-mutual-3804234391,2024-01-21 02:01:08.480557+00,1,1,0,Entry-Level Financial Advisor,Northwestern Mutual,"Fairfield County, CT",2024-01-14,Derby,United States,Change Person,Mid senior,Onsite
linkedin:3764869128,archive,2024-01-14,https://www.linkedin.com/jobs/view/senior-associate-tax-product-analyst-at-kpmg-us-3764869128,https://www.linkedin.com/jobs/view/senior-associate-tax-product-analyst-at-kpmg-us-3764869128,2024-01-21 02:01:10.496553+00,1,1,0,"Senior Associate, Tax - Product Analyst",KPMG US,"Chicago, IL",2024-01-14,Calumet City,United States,Stand-In,Associate,Onsite
linkedin:3774789412,archive,2024-01-14,https://www.linkedin.com/jobs/view/human-resources-generalist-at-sig-group-3774789412,https://www.linkedin.com/jobs/view/human-resources-generalist-at-sig-group-3774789412,2024-01-21 02:01:11.055571+00,1,1,0,Human Resources Generalist,SIG Group,"Merced, CA",2024-01-14,Merced,United States,Manager Benefits,Mid senior,Onsite
linkedin:3806558709,archive,2024-01-15,https://au.linkedin.com/jobs/view/supervisor-horticulturist-at-green-options-landscape-management-3806558709,https://au.linkedin.com/jobs/view/supervisor-horticulturist-at-green-options-landscape-management-3806558709,2024-01-21 02:01:14.072528+00,1,1,0,Supervisor - Horticulturist,Green Options Landscape Management,"Sydney, New South Wales, Australia",2024-01-15,New South Wales,Australia,Booking Supervisor,Mid senior,Onsite
linkedin:3789079583,archive,2024-01-13,https://www.linkedin.com/jobs/view/analyst-associate-plan-configuration-quality-control-at-rite-aid-3789079583,https://www.linkedin.com/jobs/view/analyst-associate-plan-configuration-quality-control-at-rite-aid-3789079583,2024-01-21 02:01:15.820041+00,1,1,0,"Analyst, Associate Plan Configuration & Quality Control",RITE AID,"Yocumtown, PA",2024-01-13,Lebanon,United States,Quality Assurance Analyst,Mid senior,Onsite
linkedin:3654168951,archive,2024-01-14,https://www.linkedin.com/jobs/view/custodial-supervisor-palm-beach-area-at-charter-schools-usa-3654168951,https://www.linkedin.com/jobs/view/custodial-supervisor-palm-beach-area-at-charter-schools-usa-3654168951,2024-01-21 02:01:20.607029+00,1,1,0,Custodial Supervisor - Palm Beach Area,Charter Schools USA,"West Palm Beach, FL",2024-01-14,Palm Springs,United States,Charter,Mid senior,Onsite
linkedin:3787735858,archive,2024-01-15,https://www.linkedin.com/jobs/view/outside-sales-b2b-forest-hill-md-at-welcome-wagon-3787735858,https://www.linkedin.com/jobs/view/outside-sales-b2b-forest-hill-md-at-welcome-wagon-3787735858,2024-01-19 09:45:09.215838+00,0,0,0,"Outside Sales - B2B - Forest Hill, MD",Welcome Wagon,"Forest Hill, MD",2024-01-15,Maryland,United States,Double,Mid senior,Onsite
linkedin:3801865312,archive,2024-01-14,https://www.linkedin.com/jobs/view/rn-executive-director-hospice-at-lhc-group-3801865312,https://www.linkedin.com/jobs/view/rn-executive-director-hospice-at-lhc-group-3801865312,2024-01-21 07:12:34.963881+00,1,1,0,RN Executive Director Hospice,LHC Group,"Wytheville, VA",2024-01-14,Bluefield,United States,Director Nursing Service,Mid senior,Onsite
linkedin:3805761853,archive,2024-01-14,https://www.linkedin.com/jobs/view/chef-de-cuisine-at-goodwin-recruiting-3805761853,https://www.linkedin.com/jobs/view/chef-de-cuisine-at-goodwin-recruiting-3805761853,2024-01-21 07:12:35.170823+00,1,1,0,Chef de Cuisine,Goodwin Recruiting,"Brookfield, WI",2024-01-14,Milwaukee,United States,Sous Chef,Mid senior,Onsite
linkedin:3795910227,archive,2024-01-15,https://www.linkedin.com/jobs/view/test-conductor-space-systems-at-northrop-grumman-3795910227,https://www.linkedin.com/jobs/view/test-conductor-space-systems-at-northrop-grumman-3795910227,2024-01-21 06:01:19.472942+00,1,1,0,Test Conductor - Space Systems,Northrop Grumman,"Gilbert, AZ",2024-01-15,Chandler,United States,Conductor,Mid senior,Onsite
linkedin:3682088743,archive,2024-01-15,https://mx.linkedin.com/jobs/view/sewer-at-stryker-3682088743,https://mx.linkedin.com/jobs/view/sewer-at-stryker-3682088743,2024-01-21 02:01:09.882561+00,1,1,0,Sewer,Stryker,"Tijuana, Baja California, Mexico",2024-01-15,Coronado,United States,Costumer,Associate,Onsite
linkedin:3787104995,archive,2024-01-16,https://www.linkedin.com/jobs/view/builder-territory-manager-seattle-wa-at-shaw-industries-3787104995,https://www.linkedin.com/jobs/view/builder-territory-manager-seattle-wa-at-shaw-industries-3787104995,2024-01-21 06:01:12.676071+00,1,1,0,"Builder Territory Manager - Seattle , WA",Shaw Industries,"Seattle, WA",2024-01-16,Bellevue,United States,Exhibit Builder,Mid senior,Onsite
linkedin:3805737619,archive,2024-01-14,https://www.linkedin.com/jobs/view/travel-allied-health-professional-ct-technologist-at-atlas-medstaff-3805737619,https://www.linkedin.com/jobs/view/travel-allied-health-professional-ct-technologist-at-atlas-medstaff-3805737619,2024-01-21 06:01:13.520931+00,1,1,0,Travel Allied Health Professional - CT Technologist,Atlas MedStaff,"Tacoma, WA",2024-01-14,Tacoma,United States,Nuclear Medicine Technologist,Mid senior,Onsite
linkedin:3805009895,archive,2024-01-14,https://uk.linkedin.com/jobs/view/property-manager-at-knight-dragon-ltd-3805009895,https://uk.linkedin.com/jobs/view/property-manager-at-knight-dragon-ltd-3805009895,2024-01-21 06:01:13.56896+00,1,1,0,Property Manager,Knight Dragon Ltd,"Royal Borough of Greenwich, England, United Kingdom",2024-01-14,Basildon,United Kingdom,River,Mid senior,Onsite
linkedin:3796707365,archive,2024-01-14,https://uk.linkedin.com/jobs/view/senior-hand-therapist-at-hays-3796707365,https://uk.linkedin.com/jobs/view/senior-hand-therapist-at-hays-3796707365,2024-01-21 06:01:13.728151+00,1,1,0,Senior Hand Therapist,Hays,"Milton Keynes, England, United Kingdom",2024-01-14,Northampton,United Kingdom,Occupational Therapist,Mid senior,Onsite
linkedin:3719124321,archive,2024-01-14,https://ca.linkedin.com/jobs/view/bombardier-agent-de-s%C3%A9curit%C3%A9-at-securitas-canada-3719124321,https://ca.linkedin.com/jobs/view/bombardier-agent-de-s%C3%A9curit%C3%A9-at-securitas-canada-3719124321,2024-01-21 06:01:13.73724+00,1,1,0,BOMBARDIER - Agent de sécurité,Securitas Canada,"Montreal, Quebec, Canada",2024-01-14,Côte-Saint-Luc,Canada,Safety Manager,Mid senior,Onsite
linkedin:3803187020,archive,2024-01-14,https://www.linkedin.com/jobs/view/kitchen-prep-at-bob-evans-restaurants-llc-3803187020,https://www.linkedin.com/jobs/view/kitchen-prep-at-bob-evans-restaurants-llc-3803187020,2024-01-21 06:01:14.503312+00,1,1,0,Kitchen Prep,"Bob Evans Restaurants, LLC","Westminster, MD",2024-01-14,Emmitsburg,United States,Chef,Associate,Onsite
linkedin:3615282471,archive,2024-01-14,https://www.linkedin.com/jobs/view/rn-part-time-pediatric-icu-at-atrium-health-wake-forest-baptist-3615282471,https://www.linkedin.com/jobs/view/rn-part-time-pediatric-icu-at-atrium-health-wake-forest-baptist-3615282471,2024-01-21 06:01:14.682336+00,1,1,0,"RN, Part-Time, Pediatric ICU",Atrium Health Wake Forest Baptist,"Winston-Salem, NC",2024-01-14,High Point,United States,Nurse School,Mid senior,Onsite
linkedin:3742784971,archive,2024-01-14,https://www.linkedin.com/jobs/view/cheese-specialist-at-safeway-3742784971,https://www.linkedin.com/jobs/view/cheese-specialist-at-safeway-3742784971,2024-01-21 06:01:14.692423+00,1,1,0,Cheese Specialist,Safeway,"Mount Airy, MD",2024-01-14,Frederick,United States,Special Effects Specialist,Mid senior,Onsite
linkedin:3781018201,archive,2024-01-16,https://www.linkedin.com/jobs/view/rn-at-bon-secours-mercy-health-3781018201,https://www.linkedin.com/jobs/view/rn-at-bon-secours-mercy-health-3781018201,2024-01-21 06:01:14.789346+00,1,1,0,RN,Bon Secours Mercy Health,"Oregon, OH",2024-01-16,Toledo,United States,Research Associate,Mid senior,Onsite
linkedin:3621760148,archive,2024-01-14,https://www.linkedin.com/jobs/view/paes-schools-counselor-sy-23-24-at-aztec-municipal-school-district-3621760148,https://www.linkedin.com/jobs/view/paes-schools-counselor-sy-23-24-at-aztec-municipal-school-district-3621760148,2024-01-21 06:01:14.854291+00,1,1,0,PAES Schools Counselor SY 23-24,Aztec Municipal School District,"Aztec, NM",2024-01-14,New Mexico,United States,Counselor,Mid senior,Onsite
linkedin:3785216562,archive,2024-01-14,https://www.linkedin.com/jobs/view/sales-lead-slpt-lane-bryant-at-lane-bryant-3785216562,https://www.linkedin.com/jobs/view/sales-lead-slpt-lane-bryant-at-lane-bryant-3785216562,2024-01-21 06:01:15.033211+00,1,1,0,Sales Lead (SLPT) - Lane Bryant,Lane Bryant,"College Station, TX",2024-01-14,College Park,United States,Change Person,Mid senior,Onsite
linkedin:3745485556,archive,2024-01-14,https://www.linkedin.com/jobs/view/retail-district-manager-unassigned-at-dollar-general-3745485556,https://www.linkedin.com/jobs/view/retail-district-manager-unassigned-at-dollar-general-3745485556,2024-01-21 07:12:35.189652+00,1,1,0,RETAIL DISTRICT MANAGER UNASSIGNED,Dollar General,"Newport, NH",2024-01-14,New Hampshire,United States,Pressure Supervisor,Mid senior,Onsite
linkedin:3693032519,archive,2024-01-14,https://www.linkedin.com/jobs/view/asset-wealth-management-%E2%80%93-regulated-investment-company-%E2%80%93-tax-senior-associate-at-pwc-3693032519,https://www.linkedin.com/jobs/view/asset-wealth-management-%E2%80%93-regulated-investment-company-%E2%80%93-tax-senior-associate-at-pwc-3693032519,2024-01-21 07:12:35.384792+00,1,1,0,Asset Wealth Management – Regulated Investment Company – Tax Senior Associate,PwC,"Sacramento, CA",2024-01-14,Davis,United States,Manager Records Analysis,Mid senior,Onsite
linkedin:3802701170,archive,2024-01-14,https://www.linkedin.com/jobs/view/travel-rn-med-surg-at-rnnetwork-3802701170,https://www.linkedin.com/jobs/view/travel-rn-med-surg-at-rnnetwork-3802701170,2024-01-21 07:12:35.740031+00,1,1,0,Travel RN - Med Surg,RNnetwork,"Billings, MT",2024-01-14,Billings,United States,Manager Benefits,Mid senior,Onsite
linkedin:3734501806,archive,2024-01-15,https://www.linkedin.com/jobs/view/sr-experience-design-manager-learn-and-help-at-adobe-3734501806,https://www.linkedin.com/jobs/view/sr-experience-design-manager-learn-and-help-at-adobe-3734501806,2024-01-21 07:12:36.069828+00,1,1,0,"Sr Experience Design Manager, Learn and Help",Adobe,"New York, NY",2024-01-15,Bayonne,United States,Cost-And-Sales-Record Supervisor,Mid senior,Onsite
linkedin:3804703972,archive,2024-01-15,https://ca.linkedin.com/jobs/view/coordonnateur-diversit%C3%A9-%C3%A9quit%C3%A9-et-inclusion-at-ey-3804703972,https://ca.linkedin.com/jobs/view/coordonnateur-diversit%C3%A9-%C3%A9quit%C3%A9-et-inclusion-at-ey-3804703972,2024-01-21 07:12:36.508556+00,1,1,0,"Coordonnateur, Diversité, équité et inclusion",EY,"Dieppe, New Brunswick, Canada",2024-01-15,New Brunswick,Canada,Container Coordinator,Mid senior,Onsite
linkedin:3805265687,archive,2024-01-14,https://www.linkedin.com/jobs/view/assistant-salon-manager-cornelius-gateway-at-jobs-for-humanity-3805265687,https://www.linkedin.com/jobs/view/assistant-salon-manager-cornelius-gateway-at-jobs-for-humanity-3805265687,2024-01-21 07:12:36.739562+00,1,1,0,Assistant Salon Manager - Cornelius Gateway,Jobs for Humanity,"Cornelius, OR",2024-01-14,Newberg,United States,Barber,Mid senior,Onsite
linkedin:3803578084,archive,2024-01-14,https://www.linkedin.com/jobs/view/travel-rn-long-term-care-at-coremedical-group-3803578084,https://www.linkedin.com/jobs/view/travel-rn-long-term-care-at-coremedical-group-3803578084,2024-01-21 07:12:37.537623+00,1,1,0,Travel RN - Long Term Care,CoreMedical Group,"Barnstable, MA",2024-01-14,Barnstable,United States,Nurse Head,Mid senior,Onsite
linkedin:3784904292,archive,2024-01-14,https://www.linkedin.com/jobs/view/manufacturing-engineer-ii-machine-shop-r38097-at-blue-origin-3784904292,https://www.linkedin.com/jobs/view/manufacturing-engineer-ii-machine-shop-r38097-at-blue-origin-3784904292,2024-01-21 07:12:37.754491+00,1,1,0,Manufacturing Engineer II - Machine Shop (R38097),BLUE ORIGIN,"Merritt Island, FL",2024-01-14,Cocoa Beach,United States,Central-Office Equipment Engineer,Mid senior,Onsite
