job_key,source_dataset,snapshot_date,source_url,job_link,last_processed_time,got_summary,got_ner,is_being_worked,job_title,company,job_location,first_seen,search_city,search_country,search_position,job_level,job_type,job_skills,job_summary
linkedin:3805727731,archive,2024-01-14,https://www.linkedin.com/jobs/view/survey-crew-chief-michigan-at-ohm-advisors-3805727731,https://www.linkedin.com/jobs/view/survey-crew-chief-michigan-at-ohm-advisors-3805727731,2024-01-19 14:39:39.628919+00,1,1,0,Survey Crew Chief - Michigan,OHM Advisors,"Ann Arbor, MI",2024-01-14,Waterloo,United States,Supervisor Line,Mid senior,Onsite,"Survey Equipment, Survey Software, Surveying Standards, Data Reporting, Project Planning, Project Objectives, Timeframes, Budgets, Staffing, Project Schedule, Survey Crew Management, Assigning Responsibilities, Overseeing Work, Checking Calculations, Notes, Project Scope, Requirements Communication, Safe Work Environments, Health and Safety Plans, Personal Protection Equipment, First Aid and CPR Certification, Topographic Surveying, Construction Surveying, Boundary Surveying, Surveying and Construction Issues, Procedures, Practices, Protocols, Methods, Survey Crew Performance, Leadership, Training, Supervision, Coaching, Mentoring, Resource Management, Timelines, Schedules, Budgets, Profit Objectives, Quality Control, Quality Assurance, Leveling, Traversing, Topographic Mapping, Construction Layout, AsBuilt Surveys, Boundary Surveys, Profile Surveys, CrossSection Surveys, Parcel and Lot Lines Calculations, Easement Lines Calculations, Taxation Information, Title Information, Easement and RightofWay Descriptions, Documentation, Field Data Processing, Field Data Review, Physical Tasks, Carrying, Maneuvering, Line Clearing, Pounding Stakes, Setting Monuments, Locating Underground Objects, Field Notes Recording, Company Standards, Operating Guidelines, Project Information Sharing, Field Observations, State and Local Regulations, Communication, Staff, Leadership Team, Accuracy Checking, QA/QC Program Compliance, Mathematics, Trigonometry, Geometry, DOT Survey Standards, People Management, Project Management, Analytical Skills, ProblemSolving Skills, Physical Requirements, Indoor Work, Outdoor Work, Various Temperatures, Weather Conditions, Driving, Lifting, Carrying, Reaching, Bending, Kneeling, Crawling, Walking, Sitting, Standing","Hiring for Ann Arbor, Livonia, & Midland, Michigan What You’ll Contribute To OHM Advisors The Survey Technician - Crew Chief is the foundation of the survey team, providing technical expertise with the survey equipment, software, standards, and data reporting. This is a growth position, looking for a person willing to take on responsibility and stay current with technology. An engaged and driven technician is highly valued at OHM and a critical part of the team. Your Responsibilities Work with Professional Surveyor to establish project plan and objectives, including timeframes, budgets, staffing, and project schedule. Direct Survey Crew members by assigning responsibilities and overseeing all work performed by the Survey Crew, including checking calculations and notes. Understand project scope and convey requirements to the Survey Crew. Oversee survey work to ensure safe work environments by complying with the company and/or site-specific health and safety plans (e.g., proper personal protection equipment, obtaining and maintaining First Aid and CPR certification, etc.). Provide technical expertise in topographic, construction, and boundary surveying techniques. Provides input on surveying and construction-related issues, procedures, practices, protocols, and methods. Ensure survey crew performance and provide leadership to field crews, including train, supervising, coaching, and mentoring crew members and less-experienced crew chiefs. Has the authority to use assigned resources to meet timelines, schedules, budgets, and profit objectives. May review the quality control and quality assurance procedures, as necessary. Perform survey activities such as leveling, traversing, topographic mapping, construction layout, as-built surveys, boundary surveys, profile, and cross-section surveys. Calculate parcel and lot lines locations and/or easement lines using taxation information and/or title information. Prepares easement and right-of-way descriptions and documents, with drawings if required. Responsible for processing field data and reviewing field data from other crews. Perform physical tasks such as carrying and maneuvering up to 50 lbs, line clearing, pounding stakes, setting monuments, and locating critical underground objects. Record field notes legibly and accurately while following company standards and operating guidelines. Share project information and other field observations deemed pertinent to the project. Ability to work mainly in the field and in the office (when required). Understand state and local regulations regarding surveying standards and practices. Effectively communicate information to staff and leadership team. Checks accuracy of completed work and works with direct supervisor to ensure compliance with QA/QC program.. What You’ll Need To Succeed Must have experience in all types of surveying equipment and procedures. Strong aptitude for mathematics, specifically trigonometry and geometry. Familiarity with DOT survey standards is preferred. Proven ability to manage people and projects. Strong analytical and problem-solving skills. Physical requirements include indoor and outdoor work, various temperatures and weather conditions, driving, lifting, carrying, reaching, bending, kneeling, crawling, walking, sitting, and standing. Reasonable accommodations may be available to enable individuals with disabilities to perform essential functions. Come work for OHM Advisors, the community advancement firm. With the singular mission of Advancing Communities , our diverse, 650+ member team works collaboratively across multiple service areas, including architecture, engineering, planning, surveying, and construction engineering, to create better places for people. We are a team of experts with individual specialties working together, driven to make a difference through people-focused problem solving, design, and ideas. In everything we do, we put people first. We create places for communities of people that help solve a problem and drive them forward—advancing the whole community today and well into the future. Your Team As a trusted member of OHM Advisors’ Survey Group, you will join a growing, mission-driven team of innovative thinkers who collaborate daily, using our combined gifts and talents to continually advance the communities we serve Growth at OHM Advisors Advancement isn’t just for our clients. We’re committed to moving our team forward, too. At OHM Advisors, you’ll enjoy challenging, meaningful work at a growing company creating innovative solutions for forward-thinking clients. But there’s not just cool work on big projects. You’ll be empowered to develop your own career path in a culture that supports your individual professional development goals and encourages your pursuits through continued opportunities for growth. Read about some of our options for career growth and enrichment on our website. OHM Advisors is an Equal Opportunity Employer (EOE). All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected veteran status. Show more Show less"
linkedin:3803961868,archive,2024-01-16,https://www.linkedin.com/jobs/view/volunteer-emergency-department-volunteer-ambassador-at-volunteermatch-3803961868,https://www.linkedin.com/jobs/view/volunteer-emergency-department-volunteer-ambassador-at-volunteermatch-3803961868,2024-01-19 09:45:09.215838+00,0,0,0,Volunteer: Emergency Department Volunteer Ambassador,VolunteerMatch,"Huntington, NY",2024-01-16,Bridgeport,United States,Goodwill Ambassador,Associate,Onsite,,
linkedin:3740434053,archive,2024-01-14,https://www.linkedin.com/jobs/view/surgical-technologist-at-saint-michael-s-medical-center-3740434053,https://www.linkedin.com/jobs/view/surgical-technologist-at-saint-michael-s-medical-center-3740434053,2024-01-19 14:39:32.95564+00,1,1,0,Surgical Technologist,Saint Michael's Medical Center,"Newark, NJ",2024-01-14,Bound Brook,United States,Surgical Technician,Mid senior,Onsite,"Operating Room Tech, Sterile Supplies Preparation, Sterile Field Maintenance, Surgical Instrument Handling, Surgical Supplies Provision, ORT Training, Scrubbing Minor and Major Procedures, Generalized Surgical Specialties, Specialty Surgical Areas, BLS (AHA) Certification","Overview Join an award-winning team of dedicated professionals committed to our core values of quality, compassion and community! Saint Michael's Medical Center, a member of Prime Healthcare, offers incredible opportunities to expand your horizons and be part of a community dedicated to making a difference. Established by the Franciscan Sisters of the Poor in 1867, Saint Michael's Medical Center is a 358-bed regional tertiary-care, teaching, and research center in the heart of Newark's business and educational district and is accredited by The Joint Commission. Combining state-of-the-art technology, the latest diagnostic and therapeutic procedures, leading-edge research, and a network of highly qualified physicians, nurses, and allied health professionals, the hospital provides top-quality health care services delivered with compassionate care. The first medical institution in New Jersey to perform open-heart surgery, and the first to develop a cardiac catheterization program, Saint Michael's Medical Center is home to the Heart and Vascular Institute, which offers a comprehensive array of innovative cardiac treatments and procedures. Learn more at www.smmcnj.com . We are an Equal Opportunity Employer and do not discriminate against applicants due to veteran status, disability, race, gender, gender identity, sexual orientation, or other protected characteristics. If you need special accommodation for the application process, please contact Human Resources. Know Your Rights: https://www.eeoc.gov/sites/default/files/2022-10/EEOC_KnowYourRights_screen_reader_10_20.pdf Responsibilities The Operating Room Tech is responsible for the preparation of sterile supplies and instruments for each assigned procedure, maintaining sterile field during case and providing surgeon with sterile supplies and instruments during assigned procedures. Qualifications Education and Work Experience High School Diploma or Equivalent or related experience required for new hires effective April 2014. Graduate of an ORT training program or on the job training with a minimum of 3 years experience (surgical setting preferred). Experience in scrubbing minor and major procedures in the generalized surgical specialties, (i.e., GYN, General and Plastics). Experience in scrubbing at least minor procedures in the specialty surgical areas (i.e., ortho, neuro, ENT, Uro. Etc.). Current BLS (AHA) certificate upon hire and maintain current. Show more Show less"
linkedin:3744300206,archive,2024-01-16,https://www.linkedin.com/jobs/view/merrill-financial-solutions-advisor-oregon-sw-washington-market-at-bank-of-america-3744300206,https://www.linkedin.com/jobs/view/merrill-financial-solutions-advisor-oregon-sw-washington-market-at-bank-of-america-3744300206,2024-01-19 14:39:33.573261+00,1,1,0,Merrill Financial Solutions Advisor - Oregon & SW Washington Market,Bank of America,"Vancouver, WA",2024-01-16,Beaverton,United States,Financial Planner,Mid senior,Onsite,"Series 7 & 66 Licenses, Series 63 & 65 Licenses, Financial Service Industry Experience, Sales Experience, Investment Training, Investment Knowledge, Selfstarter, Time Management, Goal Setting, Goal Achieving, Relationship Building, Collaboration, Communication, Prioritization, Execution, Learning, Adaptation, Solution Seeking, Regulatory Due Diligence, Lead Generation, Investment Management, Sales Activities, New Client Development, Computer Skills, Multitasking, Bachelor's Degree, Business Degree, Certified Financial Planner (CFP) Designation, Chartered Retirement Planning Counselor (CRPC) Designation, Insurance Licenses","Job Description: Job Description At Bank of America, we’re guided by a common purpose to help make financial lives better by connecting clients and communities to the resources they need to be successful. Make a difference where it counts by joining our industry-leading wealth management team at Bank of America and Merrill. We’re looking for the next generation of financial advisors—those with a passion for people and drive to make clients’ financial lives better. You’ll advise and guide clients on how to achieve their financial goals. Additionally, you’ll be equipped with the expertise to support them with personal investing tools and resources. During this stage of your journey, the Merrill Financial Solutions Advisor (Merrill FSA) will help provide you with the necessary training and guidance through a defined path to become the financial advisor you want to be. You will have the opportunity to work with both affluent and high net worth clients, identifying needs, developing relationships, reviewing investment goals, and preparing investment recommendations that align with the goals of both existing and prospective clients. In this role you will develop the relationship management skills necessary to operate in an Elite Growth Practice (EGP). From marketing yourself to managing your own practice, we’ll prepare you with everything you need as you develop within your role. The MFSA role provides experienced advisors the opportunity to pursue a career within Merrill Wealth Management. Once you have honed your skills and demonstrated success as a MFSA, you typically will progress into the next stage of training. Located in a Merrill branch. This position is subject to SAFE Act registration requirements. Pursuant to the SAFE Act requirements, all employees engaged in residential loan mortgage originations must register with the federal registry system and remain in good standing. Your position requires SAFE Act registration and you’ll be required to register and submit to the required SAFE Act background check and registration process. Failure to obtain and/or maintain SAFE Act registration may result in your immediate termination. We’ll help you Get training and one-on-one mentorship from managers who are invested in your success. You’ll enroll in our Academy to develop as an advisor; the potential for growth is yours! Build connections to grow your network and business. Starting at a Merrill branch, you’ll interact with Merrill financial advisors, institutional retirement participants and higher net worth clients. Deliver advice through client reviews/presentations with confidence, including reviews of financial goals, and recommend investment advisory strategies to help clients achieve their financial goals. Learn about the full suite of financial solutions. Connect clients to solutions that are in their best interest, such as core Banking, Investment & Life Priority™ solutions, through Bank of America and Merrill to meet their financial needs. As a Merrill FSA, you can look forward to A strong referral network from across the business to increase opportunities for affluent and high net worth client acquisition and provide access to partners who are specialists in their field. Marketing strategies to reach wider audiences with greater appeal. Ongoing professional development to deepen your skills and optimize your practice as the industry evolves. Potential Opportunities for professional growth. Leadership opportunities, including leading client and conference seminars We’re a culture that Is committed to building a workplace where every employee is welcomed and given the support and resources to build and advance their careers. Along with taking care of our clients, we want to be a great place for people to work, and we strive to create an environment where all employees have the opportunity to achieve their goals. Believes diversity makes us stronger so we can reflect, connect to and meet the diverse needs of our clients around the world. Provides continuous training and developmental opportunities to help employees achieve their goals, whatever their background or experience. Is committed to advancing our tools, technology and ways of working. We always put our clients first to meet their evolving needs. Believes in responsible growth and is dedicated to supporting communities around the world by connecting them to the lending, investing and giving they need to remain vibrant and vital. Required skills: Currently holds Series 7 & 66 (63 & 65 in lieu of 66) licenses. Has two years’ experience working in the financial service industry and/or a sales environment where goals were met or exceeded (including at least one year experience in the investments industry, including investment training and in-depth knowledge of investment products and services) Is a self-starter who efficiently manages time and capacity. Sets and accomplishes goals, achieving whatever you put your mind to. Builds and nurtures strong relationships. Collaborates effectively with others to get things done. Communicates effectively and confidently and is comfortable engaging all clients. Manages goals, navigates complexity, prioritizes tasks and executes in a fast-paced environment. Likes to learn, adapts to new information and seeks the right solutions for clients. Is thorough and thoughtful in incorporating relevant regulatory due diligence into daily activities and long-term strategies for clients. Desired skills: Proven ability to partner and promote lead generation. Experience balancing investment management, sales activities and new client development. Strong computer skills and the ability to multitask in a demanding environment. A bachelor’s degree, preferably in business-related field. Achieved additional professional designations such as Certified Financial Planner (CFP) and/or Chartered Retirement Planning Counselor (CRPC). Obtained insurance licenses. Shift: 1st shift (United States of America) Hours Per Week: 40 Show more Show less"
linkedin:3628340333,archive,2024-01-13,https://www.linkedin.com/jobs/view/rad-tech-at-virginia-mason-franciscan-health-3628340333,https://www.linkedin.com/jobs/view/rad-tech-at-virginia-mason-franciscan-health-3628340333,2024-01-19 14:39:33.898387+00,1,1,0,Rad Tech,Virginia Mason Franciscan Health,"Seattle, WA",2024-01-13,Summit,United States,Radiologist,Mid senior,Onsite,"Radiology, Diagnostic imaging, Xray, Fluoroscopy, Medical imaging, Patient positioning, CPR, Anatomy, Physiology, Organizational skills, Stress management, Multitasking, Flexibility, Lifting heavy objects, Communication, Teamwork, Washington State certification, American Registry of Radiological Technology (ARRT) certification, Accredited diagnostic radiologic program, Continuing medical education","Overview Up to a $10,000 sign on bonus** Virginia Mason Franciscan Health is a 336 bed non-profit facility providing quality health care to patients and communities in and around Seattle Washington. We are part of CommonSpirit Health which operates 139 hospitals and more than 1,000 care sites across 21 states, making our services accessible to nearly 1 in 4 U.S. residents. Responsibilities As a Radiology Technologist at Virginia Mason, you will help capture usable diagnostic images from patients so the Radiologist can accurately diagnose and/or rule out different conditions. Every day you could perform any variety of imaging examinations such as x-rays, diagnostic fluoroscopy, to name a few. You will also need to enjoy working directly with people as you play a huge role in the patient experience. To be successful in this role, you’ll need to fully understand the importance of diagnostic imaging. This includes knowledge of the general imaging workflow, various patient positioning techniques, and capturing precise results for timely and accurate diagnosis. We deliver inspired people to do meaningful work."" Qualifications This position requires a Washington State certification for Radiologic Technologist and a certificate from the American Registry of Radiological Technology (ARRT). Graduation from an approved accredited program for diagnostic radiologic or successful completion of alternative training is required. Must complete 24 hours of continuing medical education every two years. Must have a valid CPR license to be renewed every two years. Excellent interpersonal and communication skills; a thorough understanding of anatomy and physiology; strong organizational skills; a willingness to grow with technological changes occurring in the field; the ability to manage stressful situations appropriately; the ability to attend to multiple tasks and work independently; and the ability to be versatile, flexible are needed. Must be able to lift 50 pounds. Just as Virginia Mason is dedicated to improving the lives of our patients and our community, we are equally dedicated to your professional and personal success. With a wide range of perks that includes a comprehensive compensation and benefits package, and the opportunity to live in one of the most livable cities in the nation, you will find that an opportunity with Team Medicine is one worth taking. We are an equal opportunity/affirmative action employer. WAImaging Pay Range $36.89 - $53.49 /hour Show more Show less"
linkedin:3805707129,archive,2024-01-14,https://www.linkedin.com/jobs/view/sous-chef-redwood-city-at-doordash-3805707129,https://www.linkedin.com/jobs/view/sous-chef-redwood-city-at-doordash-3805707129,2024-01-19 14:39:34.178023+00,1,1,0,Sous Chef - Redwood City,DoorDash,"Redwood City, CA",2024-01-14,Union City,United States,Sous Chef,Mid senior,Onsite,"Culinary Execution, Shift Supervision, People Management, Process Development, Administration, Kitchen Operations, Food Preparation, Food Safety and Sanitation, Inventory Management, Scheduling, Customer Service, Team Leadership, Safety Standards, Recipe Development, Quality Control, Communication and Coordination, FastPaced Environment, Time Management, ProblemSolving, DecisionMaking, ServSafe Manager's License, ServeSafe Certification","About The Team The DoorDash Kitchens team is a part of DoorDash's New Delivery Models and launches and operates shared 'dark kitchens' for restaurateurs looking to grow their business. This is a small but mighty team helping scale DoorDash Kitchens. About The Role You'll cook multiple culinary concepts and supervise the daily operations of our DoorDash-operated kitchen. You will ensure that food orders are cooked and fulfilled to the highest standard, while supporting broader operations through ordering and inventory. You will lead multiple cooks in the kitchen to make sure they are successful, operating with quality and speed while maintaining food safety compliance. You will report to the Culinary Manager. Culinary Execution. Cook and expedite orders overseeing the day-to-day culinary operations. Shift Supervision. Oversee and supervise line cooks, prep cooks, and dishwashers while on their shift ensuring food quality, health and safety of the kitchen facility and overall. People Management Responsible for supervising culinary staff throughout the shift to ensure quality food preparation and sanitary clean-up and escalating cause for discipline to Manager. Process Development Enacts SOPs around safety, cleanliness, inventory, and food preparation. Develop ways to streamline operations while still ensuring high standards for food preparation Administration This role will need to take inventory, place orders with vendors, develop prep lists and other administrative tasks to support the overall success of the operation. Other Duties As Assigned You’re excited about this opportunity because you... Are cuisine-curious and love to cook across multiple culinary concepts Love to build processes and see a plan in action Are passionate about cooking consistently from a playbook Want to work in new restaurant models including delivery-only environments Excited about learning more. We’re Excited About You Because… You have 1-2 years or more experience cooking and managing a fast-casual, QSR, or full-service restaurants You have 1 years of experience supervising a team including scheduling You have a ServeSafe Managers License and have meticulous cleanliness standards About DoorDash At DoorDash, our mission to empower local economies shapes how our team members move quickly, learn, and reiterate in order to make impactful decisions that display empathy for our range of users—from Dashers to merchant partners to consumers. We are a technology and logistics company that started with door-to-door delivery, and we are looking for team members who can help us go from a company that is known for delivering food to a company that people turn to for any and all goods. DoorDash is growing rapidly and changing constantly, which gives our team members the opportunity to share their unique perspectives, solve new challenges, and own their careers. We're committed to supporting employees’ happiness, healthiness, and overall well-being by providing comprehensive benefits and perks including premium healthcare, wellness expense reimbursement, paid parental leave and more. Our Commitment to Diversity and Inclusion We’re committed to growing and empowering a more inclusive community within our company, industry, and cities. That’s why we hire and cultivate diverse teams of people from all backgrounds, experiences, and perspectives. We believe that true innovation happens when everyone has room at the table and the tools, resources, and opportunity to excel. Statement of Non-Discrimination: In keeping with our beliefs and goals, no employee or applicant will face discrimination or harassment based on: race, color, ancestry, national origin, religion, age, gender, marital/domestic partner status, sexual orientation, gender identity or expression, disability status, or veteran status. Above and beyond discrimination and harassment based on “protected categories,” we also strive to prevent other subtler forms of inappropriate behavior (i.e., stereotyping) from ever gaining a foothold in our office. Whether blatant or hidden, barriers to success have no place at DoorDash. We value a diverse workforce – people who identify as women, non-binary or gender non-conforming, LGBTQIA+, American Indian or Native Alaskan, Black or African American, Hispanic or Latinx, Native Hawaiian or Other Pacific Islander, differently-abled, caretakers and parents, and veterans are strongly encouraged to apply. Thank you to the Level Playing Field Institute for this statement of non-discrimination. Pursuant to the San Francisco Fair Chance Ordinance, Los Angeles Fair Chance Initiative for Hiring Ordinance, and any other state or local hiring regulations, we will consider for employment any qualified applicant, including those with arrest and conviction records, in a manner consistent with the applicable regulation. If you need any accommodations, please inform your recruiting contact upon initial connection. Compensation The location-specific base salary range for this position is listed below. Compensation in other geographies may vary. Actual compensation within the pay range will be decided based on factors including, but not limited to, skills, prior relevant experience, and specific work location. For roles that are available to be filled remotely, base salary is localized according to employee work location. Please discuss your intended work location with your recruiter for more information. DoorDash cares about you and your overall well-being, and that’s why we offer a comprehensive benefits package, for full-time employees, that includes healthcare benefits, a 401(k) plan including an employer match, short-term and long-term disability coverage, basic life insurance, wellbeing benefits, paid time off, paid parental leave, and several paid holidays, among others. In addition to base salary, the compensation package for this role also includes opportunities for equity grants. Base Pay Range: $65,600—$98,400 USD Show more Show less"
linkedin:3760950841,archive,2024-01-15,https://www.linkedin.com/jobs/view/senior-software-engineer-backend-at-walmart-3760950841,https://www.linkedin.com/jobs/view/senior-software-engineer-backend-at-walmart-3760950841,2024-01-19 09:45:09.215838+00,0,0,0,Senior Software Engineer - Backend,Walmart,"Reston, VA",2024-01-15,Bethesda-Chevy Chase,United States,Chief Computer Programmer,Mid senior,Onsite,,
linkedin:3806305198,archive,2024-01-17,https://www.linkedin.com/jobs/view/online-esl-teacher-at-jobs-for-humanity-3806305198,https://www.linkedin.com/jobs/view/online-esl-teacher-at-jobs-for-humanity-3806305198,2024-01-19 09:45:09.215838+00,0,0,0,Online ESL Teacher,Jobs for Humanity,"Minnetonka, MN",2024-01-17,South Saint Paul,United States,Teacher Music,Mid senior,Onsite,,
linkedin:3712384620,archive,2024-01-16,https://www.linkedin.com/jobs/view/keyholder-at-torrid-3712384620,https://www.linkedin.com/jobs/view/keyholder-at-torrid-3712384620,2024-01-19 09:45:09.215838+00,0,0,0,Keyholder,Torrid,"Brandon, FL",2024-01-16,Tampa,United States,Reader,Mid senior,Onsite,,
linkedin:3806167441,archive,2024-01-16,https://uk.linkedin.com/jobs/view/finance-manager-film-at-handle-recruitment-3806167441,https://uk.linkedin.com/jobs/view/finance-manager-film-at-handle-recruitment-3806167441,2024-01-19 09:45:09.215838+00,0,0,0,Finance Manager - Film,Handle Recruitment,"City of London, England, United Kingdom",2024-01-16,Greater London,United Kingdom,Script Reader,Mid senior,Onsite,,
linkedin:3805938900,archive,2024-01-16,https://uk.linkedin.com/jobs/view/health-and-fitness-instructor-at-hilton-3805938900,https://uk.linkedin.com/jobs/view/health-and-fitness-instructor-at-hilton-3805938900,2024-01-19 09:45:09.215838+00,0,0,0,Health and Fitness Instructor,Hilton,"Tewkesbury, England, United Kingdom",2024-01-16,Cheltenham,United Kingdom,Instructor Sports,Mid senior,Onsite,,
linkedin:3416333234,archive,2024-01-16,https://www.linkedin.com/jobs/view/financial-advisor-at-first-command-financial-services-inc-3416333234,https://www.linkedin.com/jobs/view/financial-advisor-at-first-command-financial-services-inc-3416333234,2024-01-19 09:45:09.215838+00,0,0,0,Financial Advisor,"First Command Financial Services, Inc.","Pittsburgh, PA",2024-01-16,New Kensington,United States,Financial Planner,Mid senior,Onsite,,
linkedin:3791064818,archive,2024-01-16,https://www.linkedin.com/jobs/view/ophthalmologist-needed-in-arkansas-at-the-eye-group-3791064818,https://www.linkedin.com/jobs/view/ophthalmologist-needed-in-arkansas-at-the-eye-group-3791064818,2024-01-19 09:45:09.215838+00,0,0,0,Ophthalmologist needed in Arkansas,The Eye Group,"Fort Smith, AR",2024-01-16,Arkansas,United States,Ophthalmologist,Mid senior,Onsite,,
